Functions,cyclomatic_complexity
"public class DECODEDIGIT {

	static int decodeDigit(byte data) {
		char charData = (char) data;
		if (charData <= 'Z' && charData >= 'A') {
			return charData - 'A';
		}
		if (charData <= 'z' && charData >= 'a') {
			return charData - 'a' + 26;
		}
		if (charData <= '9' && charData >= '0') {
			return charData - '0' + 52;
		}
		switch (charData) {
			case '+' :
				return 62;
			case '/' :
				return 63;
			default :
				throw new IllegalArgumentException(""Invalid char to decode: "" + data); //$NON-NLS-1$
		}
	}
}",8
"public class VOLTAGE_TO_INTENSITY_SRGB {

    double voltage_to_intensity_srgb(double val) {
        /* Handle invalid values before doing a gamma transform. */
        if (val < 0.0) {
			return 0.0;
		}
        if (val > 1.0) {
			return 1.0;
		}

        if (val <= 0.04045) {
            return val / 12.92;
        }
        return Math.pow((val + 0.055) / 1.055, 2.4);
    }
}",4
"public class Getreuseeditormatchflags {

	public int getreuseeditormatchflags(int originalMatchFlags) {
		return originalMatchFlags;
	}
}",1
"public class Supportsnotification {

	public boolean supportsnotification(int type){
		return false;
	}
}",1
"public class BLEND {

	private static int blend(int temp1, int temp2) {
		return (Math.abs(temp1 - temp2) / 2) + Math.min(temp1, temp2);
	}
}",1
"public class Getitemid {

	public long getitemid(int position) {
		return position;
	}
}",1
"public class Getitemid {

	public long getitemid(int position) {
		return position;
	}
}",1
"public class BOXINTERSECT {

    private boolean boxIntersect(float left1, float right1, float top1, float bottom1, 
            float left2, float right2, float top2, float bottom2) {
        final boolean horizontalIntersection = left1 < right2 && left2 < right1;
        final boolean verticalIntersection = top1 > bottom2 && top2 > bottom1;
        final boolean intersecting = horizontalIntersection && verticalIntersection;
        return intersecting;
    }
}",4
"public class DEHEXCHAR {

    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class Getitemid {

	public long getitemid(int position) {
		return position;
	}
}",1
"public class Getitemid {

    	public long getitemid(int position) {
    		return position;
    	}
}",1
"public class GETMAXPANDELTA {

    private float getMaxPanDelta(float zoom) {
        return Math.max(0f, .5f * ((zoom - 1) / zoom));
    }
}",1
"public class GETHEADERSIZE {

    public static int getHeaderSize(int version) {
        switch (version) {
            case 16: // compatibility mode
                return 3; // size, width, height
            case 1:
                return 12; // bpp, size, width, height, 4*(length, offset)
        }

        return 0;
    }
}",2
"public class GETMASK {

    private int getMask(int length) {
        int res = 0;
        for (int i = 0 ; i < length ; i++) {
            res = (res << 1) + 1;
        }

        return res;
    }
}",2
"public class FLOAT12TOINT {

    private static long float12ToInt(int f12) {
        return (f12 & 0x1FF) << ((f12 >>> 9) * 4);
    }
}",1
"public class ISSUPPLEMENTAL {

    public static boolean isSupplemental(int c) {
        return (c >= 0x10000 && c <= 0x10FFFF);
    }
}",2
"public class SUPPLEMENTAL {

    public static int supplemental(char h, char l) {
        return (h - 0xD800) * 0x400 + (l - 0xDC00) + 0x10000;
    }
}",1
"public class HIGHSURROGATE {

    public static char highSurrogate(int c) {
        return (char) (((c - 0x00010000) >> 10) + 0xD800);
    }
}",1
"public class LOWSURROGATE {

    public static char lowSurrogate(int c) {
        return (char) (((c - 0x00010000) & 0x3FF) + 0xDC00);
    }
}",1
"public class ISHIGHSURROGATE {

    public static boolean isHighSurrogate(int c) {
        return (0xD800 <= c && c <= 0xDBFF);
    }
}",2
"public class ISLOWSURROGATE {

    public static boolean isLowSurrogate(int c) {
        return (0xDC00 <= c && c <= 0xDFFF);
    }
}",2
"public class ISMARKUP {

    public static boolean isMarkup(int c) {
        return c == '<' || c == '&' || c == '%';
    }
}",3
"public class Parseboolean {

	public boolean parseboolean(char value)
	{
		boolean flag = true;
		boolean boolValue = false;
		
		while(flag)
		{
			//parses 'Y' into 'true'
			if(value == 'Y' || value == 'y')
			{
				boolValue = true;
				flag = false;
			}
		
			//parses 'N' into 'false'
			else if(value == 'N' || value == 'n')
			{
				boolValue = false;
				flag = false;
			}
		
			//validates user input
			else
			{
				System.out.println(""Invalid input. Enter (Y/N)"");
			}
		}
		
		return boolValue;
	}
}",6
"public class PYTHAGD {

	public static double pythagD(double x, double y, double z) {
		return Math.sqrt(x * x + y * y + z * z);
	}
}",1
"public class CALCSTEPS {

	public static int calcSteps(final double start, final double stop, final double step) {
		if (step > 0) {
			return (int) Math.ceil((stop - start) / step);
		}
		return (int) Math.ceil((stop - start) / step);
	}
}",2
"public class LEINT {

	public static int leInt(int... b) {
		int a = 0;
		for (int i = b.length - 1; i >= 0; i--) {
			a <<= 8;
			a |= (b[i] & 0xff);
		}
		return a;
	}
}",2
"public class LEINT {

	public static int leInt(int b1, int b2) {
		return ((b2 & 0xff) << 8) | (b1 & 0xff);
	}
}",1
"public class LEINTSE {

	public static int leIntSE(int b1, int b2) {
		return (b2 << 8) | (b1 & 0xff);
	}
}",1
"public class LEINT {

	public static int leInt(int b1, int b2, int b3, int b4) {
		return ((b4 & 0xff) << 24)| ((b3 & 0xff) << 16) | ((b2 & 0xff) << 8) | (b1 & 0xff);
	}
}",1
"public class BEINT {

	public static int beInt(int... b) {
		int a = 0;
		for (int i = 0; i < b.length; i++) {
			a <<= 8;
			a |= (b[i] & 0xff);
		}
		return a;
	}
}",2
"public class BEINT {

	public static int beInt(int b1, int b2) {
		return ((b1 & 0xff) << 8) | (b2 & 0xff);
	}
}",1
"public class BEINTSE {

	public static int beIntSE(int b1, int b2) {
		return (b1 << 8) | (b2 & 0xff);
	}
}",1
"public class BEINT {

	public static int beInt(int b1, int b2, int b3, int b4) {
		return ((b1 & 0xff) << 24)| ((b2 & 0xff) << 16) | ((b3 & 0xff) << 8) | (b4 & 0xff);
	}
}",1
"public class HEX2BIN {

   public static int hex2bin(char c)
   {
      if (c >= '0' && c <= '9')
      {
         return (c - '0');
      }
      if (c >= 'A' && c <= 'F')
      {
         return (c - 'A' + 10);
      }
      if (c >= 'a' && c <= 'f')
      {
         return (c - 'a' + 10);
      }
      throw new IllegalArgumentException(""Input string may only contain hex digits, but found '"" + c + ""'"");
   }
}",7
"public class CEIL {

   protected int ceil(int a, int b)
   {
      int m = 0;
      if (a % b > 0)
      {
         m = 1;
      }
      return a / b + m;
   }
}",2
"public class TOPERCENT {

    public static double toPercent(long value, long total) {
        return (total > 0) ? 100.0 * value / total : 0.0;
    }
}",1
"public class ONBALLOONTAP {

	protected boolean onBalloonTap(int index) {
		return false;
	}
}",1
"public class CHARVAL {

	private static int charVal(char c) {
		return ((c >= '0') && (c <= '9')) ? (c - '0')
				: (((c >= 'A') && (c <= 'Z')) ? (c - 'A' + 10) : (c - 'a' + 10));
	}
}",3
"public class SLEEP {

    public static boolean sleep(long millis) {
        try {
            Thread.sleep(millis);
            return true;
        } catch (InterruptedException e) {
            return false;
        }
    }
}",2
"public class CLAMP {

	public static int clamp(int c) {
		if (c < 0)
			return 0;
		if (c > 255)
			return 255;
		return c;
	}
}",3
"public class HASHINDEX {

    protected int hashIndex(int hashCode, int dataSize) {
        return hashCode & (dataSize - 1);
    }
}",1
"public class CALCULATETHRESHOLD {

    protected int calculateThreshold(int newCapacity, float factor) {
        return (int) (newCapacity * factor);
    }
}",1
"public class Getnumberofpegs {

    public int getnumberofpegs(long position) {
        return Long.bitCount(position);
    }
}",1
"public class TESTBIT {

    public static boolean testBit(long number, int index) {
        return (number & 1L << index) != 0L;
    }
}",1
"public class ROTATEBY180 {

    private static long rotateBy180(long position) {
        return Long.reverse(position) >>> 15;
    }
}",1
"public class ROTATEBY90 {

    private static long rotateBy90(long position) {
        long rotatedPosition;
        rotatedPosition = ((position & (1L << 2)) << 18) | ((position & (1L << 3)) << 24) | ((position & (1L << 4)) << 30)
                | ((position & (1L << 9)) << 10) | ((position & (1L << 10)) << 16) | ((position & (1L << 11)) << 22)
                | ((position & (1L << 14)) >> 10) | ((position & (1L << 15)) >> 4) | ((position & (1L << 16)) << 2)
                | ((position & (1L << 17)) << 8) | ((position & (1L << 18)) << 14) | ((position & (1L << 19)) << 20)
                | ((position & (1L << 20)) << 26)
                | ((position & (1L << 21)) >> 18) | ((position & (1L << 22)) >> 12) | ((position & (1L << 23)) >> 6)
                | ((position & (1L << 24)))
                | ((position & (1L << 25)) << 6) | ((position & (1L << 26)) << 12) | ((position & (1L << 27)) << 18)
                | ((position & (1L << 28)) >> 26) | ((position & (1L << 29)) >> 20) | ((position & (1L << 30)) >> 14)
                | ((position & (1L << 31)) >> 8) | ((position & (1L << 32)) >> 2) | ((position & (1L << 33)) << 4)
                | ((position & (1L << 34)) << 10)
                | ((position & (1L << 37)) >> 22) | ((position & (1L << 38)) >> 16) | ((position & (1L << 39)) >> 10)
                | ((position & (1L << 44)) >> 30) | ((position & (1L << 45)) >> 24) | ((position & (1L << 46)) >> 18);
        return rotatedPosition;
    }
}",1
"public class MIRRORVERTICALLY {

    private static long mirrorVertically(long position) {
        long verticallyMirroredPosition;
        verticallyMirroredPosition = ((position & (1L << 2)) << 42) | ((position & (1L << 3)) << 42) | ((position & (1L << 4)) << 42);
        verticallyMirroredPosition |= ((position & (1L << 9)) << 28) | ((position & (1L << 10)) << 28) | ((position & (1L << 11)) << 28);
        verticallyMirroredPosition |= ((position & (1L << 14)) << 14) | ((position & (1L << 15)) << 14) | ((position & (1L << 16)) << 14)
                | ((position & (1L << 17)) << 14) | ((position & (1L << 18)) << 14) | ((position & (1L << 19)) << 14)
                | ((position & (1L << 20)) << 14);
        verticallyMirroredPosition |= ((position & (1L << 21))) | ((position & (1L << 22))) | ((position & (1L << 23)))
                | ((position & (1L << 24)))
                | ((position & (1L << 25))) | ((position & (1L << 26))) | ((position & (1L << 27)));
        verticallyMirroredPosition |= ((position & (1L << 28)) >> 14) | ((position & (1L << 29)) >> 14) | ((position & (1L << 30)) >> 14)
                | ((position & (1L << 31)) >> 14) | ((position & (1L << 32)) >> 14) | ((position & (1L << 33)) >> 14)
                | ((position & (1L << 34)) >> 14);
        verticallyMirroredPosition |= ((position & (1L << 37)) >> 28) | ((position & (1L << 38)) >> 28) | ((position & (1L << 39)) >> 28);
        verticallyMirroredPosition |= ((position & (1L << 44)) >> 42) | ((position & (1L << 45)) >> 42) | ((position & (1L << 46)) >> 42);
        return verticallyMirroredPosition;
    }
}",1
"public class ROTATEWORDLEFT {

    private int rotateWordLeft(
        int x,
        int y)
    {
        x &= 0xffff;
        return (x << y) | (x >> (16 - y));
    }
}",1
"public class ROTATELEFT {

    private int rotateLeft(int x, int y)
    {
        return ((x << (y & (32-1))) | (x >>> (32 - (y & (32-1)))));
    }
}",1
"public class ROTATERIGHT {

    private int rotateRight(int x, int y)
    {
        return ((x >>> (y & (32-1))) | (x << (32 - (y & (32-1)))));
    }
}",1
"public class ROTATELEFT {

    private int rotateLeft(int x, int y)
    {
        return (x << y) | (x >>> -y);
    }
}",1
"public class ROTATERIGHT {

    private int rotateRight(int x, int y)
    {
        return (x >>> y) | (x << -y);
    }
}",1
"public class ROTL {

    private static int rotl(int x, int y)
    {
        return (x << y) | (x >>> -y);
    }
}",1
"public class POW {

    public static int pow(int a, int b, int modulus)
    {
        int p = 1;
        for (int i = 0; i < b; i++)
        {
            p = (p * a) % modulus;
        }
        return p;
    }
}",2
"public class POW {

    public static long pow(long a, int b, long modulus)
    {
        long p = 1;
        for (int i = 0; i < b; i++)
        {
            p = (p * a) % modulus;
        }
        return p;
    }
}",2
"public class LNGAMMA {

	public static double lnGamma(double alpha) {
		// Pike MC & Hill ID (1966) Algorithm 291: Logarithm of the gamma
		// function.
		// Communications of the Association for Computing Machinery, 9:684

		double x = alpha, f = 0.0, z;

		if (x < 7) {
			f = 1;
			z = x - 1;
			while (++z < 7) {
				f *= z;
			}
			x = z;
			f = -Math.log(f);
		}
		z = 1 / (x * x);

		return f
				+ (x - 0.5)
				* Math.log(x)
				- x
				+ 0.918938533204673
				+ (((-0.000595238095238 * z + 0.000793650793651) * z - 0.002777777777778)
						* z + 0.083333333333333) / x;
	}
}",3
"public class INCOMPLETEGAMMA {

	private static double incompleteGamma(double x, double alpha,
			double ln_gamma_alpha) {
		// (1) series expansion if (alpha>x || x<=1)
		// (2) continued fraction otherwise
		// RATNEST FORTRAN by
		// Bhattacharjee GP (1970) The incomplete gamma integral. Applied
		// Statistics,
		// 19: 285-287 (AS32)

		double accurate = 1e-8, overflow = 1e30;
		double factor, gin, rn, a, b, an, dif, term;
		double pn0, pn1, pn2, pn3, pn4, pn5;

		if (x == 0.0) {
			return 0.0;
		}
		if (x < 0.0 || alpha <= 0.0) {
			throw new IllegalArgumentException(""Arguments out of bounds"");
		}

		factor = Math.exp(alpha * Math.log(x) - x - ln_gamma_alpha);

		if (x > 1 && x >= alpha) {
			// continued fraction
			a = 1 - alpha;
			b = a + x + 1;
			term = 0;
			pn0 = 1;
			pn1 = x;
			pn2 = x + 1;
			pn3 = x * b;
			gin = pn2 / pn3;

			do {
				a++;
				b += 2;
				term++;
				an = a * term;
				pn4 = b * pn2 - an * pn0;
				pn5 = b * pn3 - an * pn1;

				if (pn5 != 0) {
					rn = pn4 / pn5;
					dif = Math.abs(gin - rn);
					if (dif <= accurate) {
						if (dif <= accurate * rn) {
							break;
						}
					}

					gin = rn;
				}
				pn0 = pn2;
				pn1 = pn3;
				pn2 = pn4;
				pn3 = pn5;
				if (Math.abs(pn4) >= overflow) {
					pn0 /= overflow;
					pn1 /= overflow;
					pn2 /= overflow;
					pn3 /= overflow;
				}
			} while (true);
			gin = 1 - factor * gin;
		} else {
			// series expansion
			gin = 1;
			term = 1;
			rn = alpha;
			do {
				rn++;
				term *= x / rn;
				gin += term;
			} while (term > accurate);
			gin *= factor / alpha;
		}
		return gin;
	}
}",12
