"Function","cyclomatic_complexity"
"public class Hashcode {

	public static int hashcode(double dbl) {
		long bits = Double.doubleToLongBits(dbl);
		return hashCode(bits);
	}
}","1"
"public class Hashcode {

	public static int hashcode(float flt) {
		return Float.floatToIntBits(flt);
	}
}","1"
"public class Hashcode {

	public static int hashcode(long lng) {
		return (int) (lng ^ (lng >>> 32));
	}
}","1"
"public class Isalpha {

		protected boolean isalpha(int c) {
			return c >= 'a' && c <= 'z' || c >= 'A' && c <= 'Z';
		}
}","4"
"public class Isdigit {

		protected boolean isdigit(int c) {
			return c >= '0' && c <= '9';
		}
}","2"
"public class Isgenericdelimiter {

		protected boolean isgenericdelimiter(int c) {
			return ':' == c || '/' == c || '?' == c || '#' == c || '[' == c || ']' == c || '@' == c;
		}
}","7"
"public class Issubdelimiter {

		protected boolean issubdelimiter(int c) {
			return '!' == c || '$' == c || '&' == c || '\'' == c || '(' == c || ')' == c || '*' == c || '+' == c ||
					',' == c || ';' == c || '=' == c;
		}
}","11"
"public class Checknotmodified {

	public boolean checknotmodified(long lastModifiedTimestamp) {
		return false;
	}
}","1"
"public class Isspace {

	public static boolean isspace(final char c) {
		switch (c) {
			case ' ':
				return true;
			case '\n':
				return true;
			case '\t':
				return true;
			case '\f':
				return true;
			case '\r':
				return true;
			default:
				return false;
		}
	}
}","2"
"public class Round {

  public static double round(double x, int precision) {
    double power = Math.pow(10.0, precision);
    return Math.round(x * power) / power;
  }
}","1"
"public class Lgamma {
 
  public static double lgamma(double x) {
    double[] cof = {76.18009172947146, -86.50532032941677,
      24.01409824083091,-1.231739572450155,
      0.1208650973866179e-2,-0.5395239384953e-5};
    double y, z, ser, tmp;
    y = x;
    tmp = x + 5.5;
    tmp -= ((x + 0.5) * Math.log(tmp));
    ser = 1.000000000190015;
    for (int j = 0; j < 6; j += 1) {
      y += 1;
      ser += (cof[j] / y);
    }
    return (-tmp + Math.log(2.5066282746310005*ser / x));
  }
}","2"
"public class Rho {

    protected static byte rho(long x, int k)
    {
        return (byte)(Long.numberOfLeadingZeros( (x << k) | (1<<(k-1)) )+1);
    }
}","1"
"public class Lerp {

        protected static int lerp(int x0, int y0, int x1, int y1, int x)
        {
            return (int)Math.ceil(y0+(x-x0)*(double)(y1-y0)/(x1-x0));
        }
}","1"
"public class Rho {

    protected static int rho(int x, int k)
    {
        return Integer.numberOfLeadingZeros( (x << k) | (1<<(k-1)) )+1;
    }
}","1"
"public class Getfalsepositiveprobability {

    public static double getfalsepositiveprobability(int bucketsPerElement, int hashCount)
    {
        // (1 - e^(-k * n / m)) ^ k
        return Math.pow(1 - Math.exp(-hashCount * (1/(double)bucketsPerElement)) , hashCount);

    }
}","1"
"public class Iswhitespace {

	public static boolean iswhitespace(char c) {
		switch (c) {
		case 10: /* \ u000a: LINE FEED */
		case 12: /* \ u000c: FORM FEED */
		case 13: /* \ u000d: CARRIAGE RETURN */
		case 32: /* \ u0020: SPACE */
		case 9: /* \ u0009: HORIZONTAL TABULATION */
			return true;
		default:
			return false;
		}
	}
}","2"
"public class Combinehashcodes {

	public static int combinehashcodes(int hashCode1, int hashCode2)
	{
		return hashCode1 * 17 + hashCode2;
	}
}","1"
"public class Islinedelimiterchar {

	public static boolean islinedelimiterchar(char ch) {
		return ch == '\n' || ch == '\r';
	}
}","2"
"public class Isderived {

	public boolean isderived(int options)
	{
		return false;
	}
}","1"
"public class Roundup {

	public int roundup(double inVal) {
		double fraction;
		double retVal;

		fraction = inVal % 1;
		retVal = inVal - fraction;

		if (fraction > 0) {
			retVal++;
		}
		return (int) retVal;
	}
}","2"
"public class Ggt {

    public static long ggt(long a, long b) {
        return b != 0 ? ggt(b, a % b) : a;
    }
}","1"
"public class Throwisvalid {

    public boolean throwisvalid(int currentThrow)
    {
        return currentThrow >= 0 && currentThrow <= 2;
    }
}","2"
"public class Timeintervaltomilliseconds {

	public static long timeintervaltomilliseconds(double seconds) {
		return (long) seconds * 1000;
	}
}","1"
"public class Millisecondstotimeinterval {

	public static double millisecondstotimeinterval(long millis) {
		return millis / 1000.0;
	}
}","1"
"public class Ubytetoint {

   public static int ubytetoint(byte b) {
      return b & 0xFF;
   }
}","1"
"public class Hexchartonibble {

    public static int hexchartonibble(char ch) {
        if ((ch >= '0') && (ch <= '9')) {
            return ch - '0';
        } else if ((ch >= 'a') && (ch <= 'f')) {
            return ch - 'a' + 10;
        } else if ((ch >= 'A') && (ch <= 'F')) {
            return ch - 'A' + 10;
        } else {
            throw new IllegalArgumentException(""Not a hex char - '"" + ch + ""'"");
        }
    }
}","7"
"public class Isinvalid {

    protected boolean isinvalid(int ch) {
        if (ch < 0x20) {
            return ch != 0x09 && ch != 0x0A && ch != 0x0D;
        } else if (ch < 0xE000) {
            return ch > 0xD7FF;
        } else if (ch < 0x10000) {
            return ch > 0xFFFD;
        } else {
            return ch > 0x10FFFF;
        }
    }
}","6"
"public class Getwindowsize {

    public static int getwindowsize(int window) {
        int win = 0;
        while (window > 1) {
            window >>>= 1;
            win++;
        }
        return win;
    }
}","2"
"public class Isaudioheader {

    public static boolean isaudioheader(int h1, int h2, int h3, int h4) {
        if (h1 == -1 || h2 == -1 || h3 == -1 || h4 == -1) {
            return false;
        }
        // Check for the magic 11 bits set at the start
        // Note - doesn't do a CRC check
        if (h1 == 0xff && (h2 & 0x60) == 0x60) {
            return true;
        }
        return false;
    }
}","7"
"public class Blend {

    static int blend(int pRGB1, int pRGB2) {
        // Slightly modified from http://www.compuphase.com/graphic/scale3.htm
        // to support alpha values
        return (((pRGB1 ^ pRGB2) & 0xfefefefe) >> 1) + (pRGB1 & pRGB2);
    }
}","1"
"public class Delta {

    public static long delta(long pStart) {
        return System.currentTimeMillis() - pStart;
    }
}","1"
"public class Ln {

    public static double ln(final double pArg) {
        return Math.log(pArg);
    }
}","1"
"public class Log {

    public static double log(final double pArg, final double pBase) {
        return Math.log(pArg) / Math.log(pBase);
    }
}","1"
"public class Abs {

    public static long abs(final long pNumber) {
        if (pNumber == Long.MIN_VALUE) {
            throw new ArithmeticException(""long overflow: 9223372036854775808"");
        }

        return (pNumber < 0) ? -pNumber : pNumber;
    }
}","2"
"public class Abs {

    public static int abs(final int pNumber) {
        if (pNumber == Integer.MIN_VALUE) {
            throw new ArithmeticException(""int overflow: 2147483648"");
        }

        return (pNumber < 0) ? -pNumber : pNumber;
    }
}","2"
"public class Adjusttopadding {

    public static int adjusttopadding(final int pWidth) {
        if ((pWidth & 0x03) != 0) {
             return (pWidth & ~0x03) + 4;
        }
        return pWidth;
    }
}","2"
"public class Analyzechildren {

	public boolean analyzechildren(int count) {
		return true;
	}
}","1"
"public class Modulo {

	public int modulo(int number, int divisor) {
		if (number >= 0) {
			return number % divisor;
		}
		return ((number % divisor) + divisor) % divisor;
	}
}","2"
"public class Projecttransactioninterval {

    public int projecttransactioninterval(int oldInterval) {
        return oldInterval;
    }
}","1"
"public class Ease {

	public float ease(float start, float target)
	{
		if (Math.abs(target - start) < 4)
			return target;
		
		if (target < start)
			return start - 2;
		
		return start + 2;
	}
}","3"
"public class Rolldice {

	protected int rolldice(int sides, int count)
	{
		int value = 0;
		while (count-- > 0)
		{
			value += (int) (Math.random() * sides) + 1;
		}
		return value;
	}
}","2"
"public class Calculatehorizontalmargin {

    public int calculatehorizontalmargin( int prevMarginRight, int marginLeft ) 
    {
        int max = Math.max( prevMarginRight, marginLeft );
        int sum = prevMarginRight + marginLeft;
        if( sum < max ) {
            max += ( sum - max );
        }
        return max;
    }
}","2"
"public class Calculateverticalmargin {

    public int calculateverticalmargin( int prevMarginBottom, int marginTop ) 
    {
        int max = Math.max( prevMarginBottom, marginTop );
        int sum = prevMarginBottom + marginTop;
        if( sum < max ) {
            max += ( sum - max );
        }
        return max;
    }
}","2"
"public class Minintindex {

	public static int minintindex(int... d) {
		if((d == null) || (d.length == 0)) {
			throw new IllegalArgumentException(""d cannot be null"");
		}
		int index = 0;
		for(int x = 0; x < d.length; x++) {
			if(d[x] < d[index]) {
				index = x;
			}
		}
		return index;
	}
}","5"
"public class Mindoubleindex {

	public static double mindoubleindex(double... d) {
		if((d == null) || (d.length == 0)) {
			throw new IllegalArgumentException(""d cannot be null"");
		}
		int index = 0;
		for(int x = 0; x < d.length; x++) {
			if(d[x] < d[index]) {
				index = x;
			}
		}
		return index;
	}
}","5"
"public class Minfloatindex {

	public static float minfloatindex(float... d) {
		if((d == null) || (d.length == 0)) {
			throw new IllegalArgumentException(""d cannot be null"");
		}
		int index = 0;
		for(int x = 0; x < d.length; x++) {
			if(d[x] < d[index]) {
				index = x;
			}
		}
		return index;
	}
}","5"
"public class Minlongindex {

	public static long minlongindex(long... d) {
		if((d == null) || (d.length == 0)) {
			throw new IllegalArgumentException(""d cannot be null"");
		}
		int index = 0;
		for(int x = 0; x < d.length; x++) {
			if(d[x] < d[index]) {
				index = x;
			}
		}
		return index;
	}
}","5"
"public class Converttokey {

    public static long converttokey(long timestampMillis) {
        return timestampMillis / 100;
    }
}","1"
"public class Islastiteration {

    public boolean islastiteration(int idx, int maxIdx)
    {
        return idx == maxIdx - 1;
    }
}","1"
"public class Isantepenultiemiteration {

    public boolean isantepenultiemiteration(int idx, int maxIdx)
    {
        return idx == maxIdx - 2;
    }
}","1"
"public class Min {

    public static int min(int a, int b) {
        return (a > b) ? b : a;
    }
}","1"
"public class Checkbit {

	public static boolean checkbit(int value, int mask) {
		if ((value & mask) == 0) {
			return false;
		}
		return true;
	}
}","2"
"public class Setbit {

	public static int setbit(int value, int mask, boolean bit) {
		if (bit) {
			value |= mask;
		} else {
			value &= ~mask;
		}
		return value;
	}
}","2"
"public class Hash {

    public static int hash(int h) {
        // Spread bits to regularize both segment and index locations,
        // using variant of single-word Wang/Jenkins hash.
        h += (h <<  15) ^ 0xffffcd7d;
        h ^= (h >>> 10);
        h += (h <<   3);
        h ^= (h >>>  6);
        h += (h <<   2) + (h << 14);
        return h ^ (h >>> 16);
    }
}","1"
"public class Isvowel {

    public boolean isvowel(char ch)
    {
        switch (ch) {
            case 'a':
            case 'e':
            case 'i':
            case 'o':
            case 'u':
            case 'y':
            case '\u00E0': // A WITH GRAVE
            case '\u00E2': // A WITH CIRCUMFLEX
            case '\u00E8': // E WITH GRAVE
            case '\u00E9': // E WITH ACUTE
            case '\u00EA': // E WITH CIRCUMFLEX
            case '\u00EB': // E WITH DIAERESIS
            case '\u00EE': // I WITH CIRCUMFLEX
            case '\u00EF': // I WITH DIAERESIS
            case '\u00F4': // O WITH CIRCUMFLEX
            case '\u00F9': // U WITH GRAVE
            case '\u00FB': // U WITH CIRCUMFLEX
            case '\u00FC': // U WITH DIAERESIS
                return true;
            default:
                return false;
        }
    }
}","2"
"public class Unsignedmod {

    protected int unsignedmod(long unsignedLong, int signedModulus)
    {
        return (int) (unsignedLong & (((long) signedModulus) - 1));
    }
}","1"
"public class Rotl {

    protected int rotl(int x, int y)
    {
        return (x << y) | (x >>> -y);
    }
}","1"
"public class Getsubviewnamelength {

    public static int getsubviewnamelength(int totalDocumentCount)
    {
        // We might want to change this logic later.
        if (totalDocumentCount < 200) {
            return 1;
        } else if (totalDocumentCount < 5000) {
            return 2;
        } else {
            return 3;
        }
    }
}","3"
"public class Zetastatic {

	static double zetastatic(long st, long n, double theta, double initialsum)
	{
		double sum=initialsum;
		for (long i=st; i<n; i++)
		{

			sum+=1/(Math.pow(i+1,theta));
		}
		
		//System.out.println(""countforzeta=""+countforzeta);
		
		return sum;
	}
}","2"
"public class Unrandomize255state {

  public static int unrandomize255state(int randomizedBase256Codeword,
                                          int base256CodewordPosition) {
    int pseudoRandomNumber = ((149 * base256CodewordPosition) % 255) + 1;
    int tempVariable = randomizedBase256Codeword - pseudoRandomNumber;
    return tempVariable >= 0 ? tempVariable : tempVariable + 256;
  }
}","1"
"public class Calculatenumberofrows {

  public static int calculatenumberofrows(int m, int k, int c) {
    int r = ((m + 1 + k) / c) + 1;
    if (c * r >= (m + 1 + k + c)) {
      r--;
    }
    return r;
  }
}","2"
"public class Getnumberofpadcodewords {

  public static int getnumberofpadcodewords(int m, int k, int c, int r) {
    int n = c * r - k;
    return n > m + 1 ? n - m - 1 : 0;
  }
}","1"
"public class Geterrorcorrectioncodewordcount {

  static int getErrorCorrectionCodewordCount(int errorCorrectionLevel) {
    if (errorCorrectionLevel < 0 || errorCorrectionLevel > 8) {
      throw new IllegalArgumentException(""Error correction level must be between 0 and 8!"");
    }
    return 1 << (errorCorrectionLevel + 1);
  }
}","3"
