Functions,cyclomatic_complexity
"public class ISNAMECHARALLOWED {
/**
	 * Checks character of element's name is allowed for specified set. It could
	 * be override if you want change logic of camelCaseMatch methods.
	 * 
	 * @param nameChar -
	 *            name of searched element
	 * @return if nameChar is in set of allowed characters for name of element
	 */
	protected boolean isNameCharAllowed(char nameChar) {
		return Character.isUpperCase(nameChar);
	}
}",1
"public class ISVALIDCAMELCASECHAR {
/**
	 * Check if character is valid camelCase character
	 * 
	 * @param ch
	 *            character to be validated
	 * @return true if character is valid
	 */
	protected boolean isValidCamelCaseChar(char ch) {
		return true;
	}
}",1
"public class GGT {
/**
     * Berechnet den groessten gemeinsamen Teiler zweier <b>positiver</b>
     * Zahlen.
     *
     * @param a 1. Zahl
     * @param b 2. Zahl
     * @return groesster gemeinsamer Teiler
     */
    private static long ggt(long a, long b) {
        return b != 0 ? ggt(b, a % b) : a;
    }
}",1
"public class THROWISVALID {
/**
     * Returns whether the throw is valid.
     *
     * @return  boolean
     */
    private boolean throwIsValid(int currentThrow)
    {
        return currentThrow >= 0 && currentThrow <= 2;
    }
}",2
"public class DEHEXCHAR {
/**
     * Get the hex value of a character (base16).
     * @param c A character between '0' and '9' or between 'A' and 'F' or
     * between 'a' and 'f'.
     * @return  An int between 0 and 15, or -1 if c was not a hex digit.
     */
    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class DEHEXCHAR {
/**
     * Get the hex value of a character (base16).
     * @param c A character between '0' and '9' or between 'A' and 'F' or
     * between 'a' and 'f'.
     * @return  An int between 0 and 15, or -1 if c was not a hex digit.
     */
    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class TIMEINTERVALTOMILLISECONDS {
/**
	 * Converts seconds to milliseconds. Included for compatibility.
	 */
	public static long timeintervaltomilliseconds(double seconds) {
		return (long) seconds * 1000;
	}
}",1
"public class MILLISECONDSTOTIMEINTERVAL {
/**
	 * Converts milliseconds to seconds. Included for compatibility.
	 */
	public static double millisecondstotimeinterval(long millis) {
		return millis / 1000.0;
	}
}",1
"public class UBYTETOINT {
/**
    *  Convert an 'unsigned' byte to an integer. ie, don't carry across the
    *  sign.
    *
    * @param  b  Description of the Parameter
    * @return    Description of the Return Value
    */
   public static int ubytetoint(byte b) {
      return b & 0xFF;
   }
}",1
"public class HEXCHARTONIBBLE {
/**
     * Internal method to turn a hex char into a nibble.
     */
    private static int hexCharToNibble(char ch) {
        if ((ch >= '0') && (ch <= '9')) {
            return ch - '0';
        } else if ((ch >= 'a') && (ch <= 'f')) {
            return ch - 'a' + 10;
        } else if ((ch >= 'A') && (ch <= 'F')) {
            return ch - 'A' + 10;
        } else {
            throw new IllegalArgumentException(""Not a hex char - '"" + ch + ""'"");
        }
    }
}",7
"public class ISINVALID {
/**
     * Checks whether the given Unicode character is an invalid XML character
     * and should be replaced for output. Subclasses can override this method
     * to use an alternative definition of which characters should be replaced
     * in the XML output. The default definition from the XML specification is:
     * <pre>
     * Char ::= #x9 | #xA | #xD | [#x20-#xD7FF] | [#xE000-#xFFFD] | [#x10000-#x10FFFF]
     * </pre>
     *
     * @param ch character
     * @return <code>true</code> if the character should be replaced,
     *         <code>false</code> otherwise
     */
    protected boolean isInvalid(int ch) {
        if (ch < 0x20) {
            return ch != 0x09 && ch != 0x0A && ch != 0x0D;
        } else if (ch < 0xE000) {
            return ch > 0xD7FF;
        } else if (ch < 0x10000) {
            return ch > 0xFFFD;
        } else {
            return ch > 0x10FFFF;
        }
    }
}",6
"public class GETWINDOWSIZE {
/**
     * LZX supports window sizes of 2^15 (32Kb) through 2^21 (2Mb) Returns X,
     * i.e 2^X
     * 
     * @param window
     *            chmLzxControlData.getWindowSize()
     * 
     * @return window size
     */
    public static int getwindowsize(int window) {
        int win = 0;
        while (window > 1) {
            window >>>= 1;
            win++;
        }
        return win;
    }
}",2
"public class ISAUDIOHEADER {
/**
     * Does this appear to be a 4 byte audio frame header?
     */
    public static boolean isaudioheader(int h1, int h2, int h3, int h4) {
        if (h1 == -1 || h2 == -1 || h3 == -1 || h4 == -1) {
            return false;
        }
        // Check for the magic 11 bits set at the start
        // Note - doesn't do a CRC check
        if (h1 == 0xff && (h2 & 0x60) == 0x60) {
            return true;
        }
        return false;
    }
}",7
"public class GETITEMID {
/**
	  * Gets the item id.
	  * @param position - item's position
	  * @return the item's position
	  */
	 public long getitemid(int position) {
	  return position;
	 }
}",1
"public class BLEND {
/**
     * Blends two ARGB values half and half, to create a tone inbetween.
     *
     * @param pRGB1 color 1
     * @param pRGB2 color 2
     * @return the new rgb value
     */
    static int blend(int pRGB1, int pRGB2) {
        // Slightly modified from http://www.compuphase.com/graphic/scale3.htm
        // to support alpha values
        return (((pRGB1 ^ pRGB2) & 0xfefefefe) >> 1) + (pRGB1 & pRGB2);
    }
}",1
"public class DELTA {
/**
     * Returns the time between the given start time and now (as defined by
     * {@link System#currentTimeMillis()}).
     *
     * @param pStart the start time
     *
     * @return the time between the given start time and now.
     */
    public static long delta(long pStart) {
        return System.currentTimeMillis() - pStart;
    }
}",1
"public class LN {
/**
     * Returns the natural logarithm (base <I>e</I>) of a double value.
     * Equivalent to {@code java.lang.Math.log}, just with a proper name.
     *
     * @param pArg a number greater than 0.0. 
     * @return the value ln {@code pArg}, the natural logarithm of
     *         {@code pArg}.
     *
     * @see java.lang.Math#log(double)
     */
    public static double ln(final double pArg) {
        return Math.log(pArg);
    }
}",1
"public class LOG {
/**
     * Returns the base <i>N</i> logarithm of a double value, for a given base 
     * <i>N</i>.
     *
     * @param pArg a number greater than 0.0. 
     * @param pBase a number greater than 0.0. 
     *
     * @return the value log<SUB>pBase</SUB> {@code pArg}, the base
     *         {@code pBase} logarithm of {@code pArg}.
     */
    public static double log(final double pArg, final double pBase) {
        return Math.log(pArg) / Math.log(pBase);
    }
}",1
"public class ABS {
/**
     * A replacement for {@code Math.abs}, that never returns negative values.
     * {@code Math.abs(long)} does this for {@code Long.MIN_VALUE}.
     *
     * @see Math#abs(long)
     * @see Long#MIN_VALUE
     *
     * @param pNumber a number
     * @return the absolute value of {@code pNumber}
     *
     * @throws ArithmeticException if {@code pNumber == Long.MIN_VALUE}
     */
    public static long abs(final long pNumber) {
        if (pNumber == Long.MIN_VALUE) {
            throw new ArithmeticException(""long overflow: 9223372036854775808"");
        }

        return (pNumber < 0) ? -pNumber : pNumber;
    }
}",2
"public class ABS {
/**
     * A replacement for {@code Math.abs}, that never returns negative values.
     * {@code Math.abs(int)} does this for {@code Integer.MIN_VALUE}.
     *
     * @see Math#abs(int)
     * @see Integer#MIN_VALUE
     *
     * @param pNumber a number
     * @return the absolute value of {@code pNumber}
     *
     * @throws ArithmeticException if {@code pNumber == Integer.MIN_VALUE}
     */
    public static int abs(final int pNumber) {
        if (pNumber == Integer.MIN_VALUE) {
            throw new ArithmeticException(""int overflow: 2147483648"");
        }

        return (pNumber < 0) ? -pNumber : pNumber;
    }
}",2
"public class ADJUSTTOPADDING {
/**
     * @param pWidth Bytes per scan line (i.e., 1BPP, width = 9 -> bytes = 1)
     * @return padded width
     */
    private static int adjustToPadding(final int pWidth) {
        if ((pWidth & 0x03) != 0) {
             return (pWidth & ~0x03) + 4;
        }
        return pWidth;
    }
}",2
"public class ANALYZECHILDREN {
/**
	 * TODO: (botijo) What is the intention of this function? Looks like a prototype to be overloaded.
	 * @param count
	 * @return Returns true
	 */
	public boolean analyzechildren(int count) {
		return true;
	}
}",1
"public class MODULO {
/**
	 * Determine a modulo value that is guaranteed to be zero or positive,
	 * as opposed to the standard Java % operator which can return a
	 * negative value.
	 *
	 * @param number Number to divide
	 * @param divisor Number that is used to divide
	 * @return The rest value of the division.
	 */
	private int modulo(int number, int divisor) {
		if (number >= 0) {
			return number % divisor;
		}
		return ((number % divisor) + divisor) % divisor;
	}
}",2
"public class PROJECTTRANSACTIONINTERVAL {
/**
	 * Calculates the new interval between the last transaction and the next projected transaction
	 * 
	 * This calculation is based upon the old interval (after other (earlier) adjustments (excluding this adjustment) have been made)
	 * 
	 * @param oldInterval The old number of days until the next transaction (adjusted by higher-priority adjustments first)
	 * @return The new number of days until the next transaction
	 */
    public int projecttransactioninterval(int oldInterval) {
        return oldInterval;
    }
}",1
"public class EASE {
/**
	 * A dumb easing function that moves the camera
	 * @param start the start point
	 * @param target the end point
	 * @return the amount to ease
	 */
	private float ease(float start, float target)
	{
		if (Math.abs(target - start) < 4)
			return target;
		
		if (target < start)
			return start - 2;
		
		return start + 2;
	}
}",3
"public class ROLLDICE {
/**
	 * Roll dice
	 * @param sides number of sides
	 * @param count the number of dice to roll
	 * @return the value of the die
	 */
	protected int rollDice(int sides, int count)
	{
		int value = 0;
		while (count-- > 0)
		{
			value += (int) (Math.random() * sides) + 1;
		}
		return value;
	}
}",2
"public class DEHEXCHAR {
/**
     * Get the hex value of a character (base16).
     * @param c A character between '0' and '9' or between 'A' and 'F' or
     * between 'a' and 'f'.
     * @return  An int between 0 and 15, or -1 if c was not a hex digit.
     */
    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class CALCULATEHORIZONTALMARGIN {
/**
     * To account for negative margins
     */
    private int calculateHorizontalMargin( int prevMarginRight, int marginLeft ) 
    {
        int max = Math.max( prevMarginRight, marginLeft );
        int sum = prevMarginRight + marginLeft;
        if( sum < max ) {
            max += ( sum - max );
        }
        return max;
    }
}",2
"public class CALCULATEVERTICALMARGIN {
/**
     * To account for negative margins
     */
    private int calculateVerticalMargin( int prevMarginBottom, int marginTop ) 
    {
        int max = Math.max( prevMarginBottom, marginTop );
        int sum = prevMarginBottom + marginTop;
        if( sum < max ) {
            max += ( sum - max );
        }
        return max;
    }
}",2
"public class CALCULATEHORIZONTALMARGIN {
/**
     * To account for negative margins
     */
    private int calculateHorizontalMargin( int prevMarginRight, int marginLeft ) 
    {
        int max = Math.max( prevMarginRight, marginLeft );
        int sum = prevMarginRight + marginLeft;
        if( sum < max ) {
            max += ( sum - max );
        }
        return max;
    }
}",2
"public class CALCULATEVERTICALMARGIN {
/**
     * To account for negative margins
     */
    private int calculateVerticalMargin( int prevMarginBottom, int marginTop ) 
    {
        int max = Math.max( prevMarginBottom, marginTop );
        int sum = prevMarginBottom + marginTop;
        if( sum < max ) {
            max += ( sum - max );
        }
        return max;
    }
}",2
"public class MININTINDEX {
/**
	 * Find minimum of a set of ints
	 * @param d set of ints
	 * @return the index of the minimum in the set
	 */
	public static int minintindex(int... d) {
		if((d == null) || (d.length == 0)) {
			throw new IllegalArgumentException(""d cannot be null"");
		}
		int index = 0;
		for(int x = 0; x < d.length; x++) {
			if(d[x] < d[index]) {
				index = x;
			}
		}
		return index;
	}
}",5
